2008,我国包装专业人才需求预测及培养模式的研究--《西南交通大学》,包装 人才需求 需求预测 培养模式,人才资源是第一资源人才是生产力中最活跃最重要的因素对经济和社会的发展具有基础性战略性和决定性作用经济全球化的现代社会包装已成为国际贸易的重要手段各国都把发展包装工业作为国民经济的重要发展战略我国包装工业虽然发展很快但与国外相比仍存在较大的差距这种差距反应在企业规模人员素质产品质量与档次科技水平及开发能力包装基础工业水平以及综合利用与环境保护等多个方面其中科技人才的不足和开发能力的薄弱是制约我国包装工业发展和技术进步的重要因素所以培养高层次的包装技术和管理人才已成为我国包装高等教育的当务之急本文正是从研究国内企业对人才需求入手将物流与教育学结合研究探讨了物流教育中如何培养包装专业人才的问题文章核心内容主要是五个部分一是调研并分析和比较国际国内包装教育及人才培养模式提出我国在人才培养方面存在的问题和不足二是调研并分析国内包装行业对包装人才的需求现代包装人才所必须具备的知识能力和素质研究食品轻工工业设计艺术设计机械材料计算机控制等学科与包装工程学科之间的相互关系研究现代包装人才的知识结构及合理内涵在更高层面和创新思维基础上构筑新的专业平台形成适应包装工业发展需要的包装工程人才培养模式三是运用SPSS软件结合需求预测方法对未来包装人才需求进行预测得出未来包装人才规模上的需求四是根据未来包装人才所需的知识能力和素质结构结合我国现阶段在人才培养方面的不足提出适应行业发展的包装工程本科人才培养模式继而在本科培养方案的基础上研讨硕博士研究生及职业培训的模式五是结合现状提出对西南交通大学构建包装专业的一些设想
2008,现代电子标签及其印刷技术--《包装工程》,电子标签 印刷技术 导电油墨,"简要介绍了现代电子标签的概念、特点和应用,以及电子标签系统的组成和工作原理。对RFID标签的印刷技术做了较为详细的分析,尤其对电子标签印刷过程中关键的导电油墨的选用和印刷方法的选择进行了详细阐述,最后对电子标签未来的发展前景提出了一点建议和看法。"
2007,水性油墨性能及应用分析--《网印工业》,水性油墨 油墨性能 溶剂型 包装印刷材料 有机溶剂 黏度 颜料颗粒 碱溶性树脂 食品包装印刷 必然要求,"近年来,很多国家在包装印刷方面增加了卫生、环保方面的要求和制约条件,尤其在食品包装印刷方面。研究、开发和应用危害小、污染少,以至无公害的绿色包装印刷材料成为绿色包装发展的必然要求,其中水性油墨就是一种很好的选择。"
2007,电子标签(RFID)天线的印制技术--《印制电路信息》,电子标签 天线 直接印刷 导电油墨,"文章主要介绍了电子标签(RFID)天线的几种印制工艺。重点讲述了一种新兴的印制工艺——直接印刷法,阐述了这种工艺的工艺流程、特点。直接印刷法具有工艺简单、成本低和环境污染少等优点,将是电子标签(RFID)天线制造工艺的发展主流。"
2006,无轴传动技术在凹版印刷机中的应用--《微电机(伺服技术)》,无轴(电子轴) 伺服传动 凹版印刷机 交流伺服电动机,"概述了无轴(电子轴)传动技术在国内外印刷机上的应用现状,并对该技术在凹版印刷机上的应用特点进行了论述,指出我国微电机行业应抓住这一契机,利用行业的优势,研究和开发适用于我国印刷设备需要的交流伺服传动系统。"
2004,水性油墨发展综述--《化工科技市场》,水性油墨 生产应用 技术进展 发展趋势,本文介绍了我国水性油墨的应用和技术发展情况。具体介绍了水墨柔印在食品包装中应用。最后 指明了水性油墨的发展趋势。
2008,UV固化涂料--《涂料工业》,固化体系 UV固化 水性涂料 粉末涂料 溶剂型涂料,"UV固化反应属于能量引发聚合反应,在光引发剂存在下,成膜物经自由基反应几秒钟可形成交联固化涂膜。UV固化涂料可分为水性UV固化涂料、UV固化粉末涂料和溶剂型UV固化涂料。本文重点介绍UV固化涂料的固化体系,UV固化粉末涂料、水性UV固化材料和溶剂型UV固化涂料。"
2014,包装印刷行业挥发性有机物控制技术评估与筛选--《环境科学》,包装印刷 挥发性有机物 排放控制 层次分析法 技术评估,"挥发性有机物(volatile organic compounds,VOCs)是造成我国城市大气污染的主要因素之一,包括包装印刷行业活动等在内的工业源是VOCs污染的重要来源.工业源的治理技术众多,如何选择合适的治理技术是面临的主要问题.本文在包装印刷行业VOCs排放特点及现有治理技术的研究基础上,针对包装印刷行业中典型的复合膜干复工艺VOCs排放与治理,以层次分析法为模型,构建该行业VOCs控制技术评估体系,对包装印刷行业现有治理技术进行综合评估,筛选出最佳可行控制技术,为包装印刷行业VOCs减排控制提供了技术支持.结果表明,包括吸附回收和热力焚烧在内的7种技术,其技术优先顺序为:碳纤维吸脱附颗粒炭吸脱附直接燃烧蓄热燃烧催化燃烧转轮浓缩燃烧活性炭浓缩燃烧,其中碳纤维吸脱附技术综合评估权重较高,为最优控制技术."
2006,水性油墨工业的发展趋势--《中国防伪报道》,水性油墨 油墨市场 发展趋势 印刷机 干燥速度 有限公司 柔性版印刷 包装印刷 稳定剂 印刷油墨,"水性油墨简称为水墨,水性油墨与油性油墨主要区别在于溶剂的不同,水性油墨以水(45%-50%)为溶剂,VOC含量极低,对环境污染小；油性油墨以有机溶剂(甲苯、二甲苯、工业酒精等)为溶剂。在软包装行业,由于溶剂型油墨"
2006,国内外瓦楞纸箱的发展和未来趋势--《湖北造纸》,瓦楞纸箱 发展,"客观的介绍了国内外瓦楞纸箱的生产情况,即对未来的发展趋势作了分析。"
2002,柔印故障统计及典型故障分析--《今日印刷》,网点扩大 典型故障分析 柔性版印刷 故障统计 印版 硬度 承印物 印刷方式 包装印刷 感光树脂版,"本文作者对柔性版印刷中出现几率最大的故障——网点扩大进行了多方面的分析和统计,并针对其成因超出了相应的解决方法。"
2002,医用产品的包装印刷:热转印数字系统向柔印企业发出挑战--《今日印刷》,热转印印刷机 医用产品 数字系统 包装印刷 柔印技术 柔印工艺 可变信息 印版 印刷工艺 柔印机,"柔印工艺目前被广泛应用于药品软包装产品的生产中。随着热转印数字印刷的发展。柔印工艺遭遇到了挑战。本文针对传统柔印工艺与数字印刷工艺之特点,阐述了二者的利弊。"
2002,柔印、凹印——共享三分之一的市场份额--《今日印刷》,包装印刷市场 凹印机 柔印机 瓦楞纸印刷 生产线 市场占有率 印刷工艺 技术条件 标签印刷 纸盒包装,"本文将柔印、凹印在国内外的应用现状进行对比,充分肯定了其广阔的可开发空间。"
