柔印技术 母版制版机 柔性印刷机 柔印版材,"通过对柔印技术的发展历程回顾,与其他三大印刷术(胶印、凹印和丝印)比较、剖析,阐述了 国内外柔印的各种优点及其潜在实惠,认为柔印技术在将来一定时期内会逐渐占领印刷业市场更大份额,虽不 可能一统市场,但柔印业具有广阔的发展前景。"
膜分离技术 造纸废水 应用,"膜分离技术是近年发展起来的一门高新技术,在造纸废水处理方面具有广阔的应用前景。文章介绍了膜分离技术的工作机理、特点以及国内外在造纸废水处理方面的研究进展。另外,对膜分离技术在应用过程中出现的问题进行了讨论,并提出了可能的解决方案。"
大豆油墨 环保 印刷油墨,"本文简要地介绍了大豆油墨的研发历史、功能特性及应用现状 ,大豆油墨的研发是油脂行业对环保的一份贡献。"
水性光固化涂料 聚氨酯丙烯酸酯 流变 相反转 微凝胶,本文以水性紫外光UltrayioletUV固化聚氨酯丙烯酸酯为研究对象针对水溶性和水乳液型聚氨酯丙烯酸酯制备及应用中的若干问题进行了深入的研究并结合树脂的特殊结构创新性地将其应用于乳液聚合微凝胶中为了研究高固含低粘度的UV固化聚氨酯丙烯酸酯水溶液设计了四种高羧基含量的树脂并根据分子结构确定了合成路线合成和表征了各自的分子结构树脂考察了其在水中的溶解性得到两种水溶性优良的且具有UV活性的聚氨酯丙烯酸酯预聚物TDG和IDG揭示羧酸含量不是聚合物获得优异水溶性的充分条件通过对TDG和IDG水溶液流变行为的研究发现其在浓度55以下粘度都较低且增长缓慢呈牛顿流体是一种高固含低粘度的水溶液深入研究了溶剂用量对自乳化型聚氨酯丙烯酸酯的乳液相反转过程和乳液最终性能的影响对相反转过程中的体系流变行为和电导率进行跟踪监测发现一定量的溶剂丙酮可以大大降低乳液相反转过程的粘度然而过量的溶剂会破坏乳液的稳定性溶剂用量存在一个使乳液稳定的临界值利用三角形相图和FC两维相图对这一现象进行解释同时研究了羧基含量对乳液相反转的影响找到了使乳液稳定的羧基含量最低值由于相反转受热力学和动力学双重因素的控制搅拌转速对乳液稳定性亦有影响通过对相反转过程的研究得到了粒径均匀贮存稳定的UV固化乳液粒径可从20nm变化至130nm首次用乳液型聚氨酯丙烯酸酯在无外加乳化剂和交联剂的情况下制得微凝胶同时将其做为稳定剂和交联剂与甲基丙烯酸甲酯单体共聚合成复合型微凝胶用GPC考察分子量的变化规律得到微凝胶的合成动力学曲线微凝胶动态流变行为的研究表明其内部交联结构已经生成测量了损耗角正切和复数粘度随频率的变化发现其变化趋势与微凝胶的结构有密切关系所有合成的微凝胶在四氢呋喃中都表现出极高的粘度和强烈的剪切变稀行为对微凝胶溶胀行为的研究表明微凝胶的溶胀与聚合物组成和交联密度有关研究发现做为一种软质微凝胶聚氨酯微凝胶与硬质微凝胶有明显的不同它具有在室温下成膜的能力
,"为便于读者收集、检索中国国家标准,本刊在2005年3、4期连载国家标准(GB)题录,题录刊载了截止2005年1月中国标准化研究院标准馆收藏的全部现行标准。本刊同时发行:国家标准(GB)题录(中文电子版)单价200.00元,国家标准(GB)题录(中文合订本)单价200.00元。上述电子版用微软 Excel 软件格式排列,便于读者使用。请需要该题录或标准全文的读者按杂志地址(或电话)与杂志社联系。"
瓦楞纸板 包装材料 缓冲性能,"　随着绿色包装理念的渗入,瓦楞纸板以其可降解和可再生的特性而倍受青睐。文中从原材料、楞型结构、缓冲特性、印刷适性等方面全面地分析了瓦楞纸板作为包装材料的性能,阐述了目前瓦楞纸板研发的状态及瓦楞纸板的发展前景。"
辐射固化 光固化 UV/EB固化 紫外光,"辐射固化技术以其高效、节能、无污染、物理性能优良等优点而被誉为绿色技术 ,近年来在世界上取得了高速发展。综述了近几年来辐射固化技术的研究进展 ,包括稀释单体和预聚体、水基UV/EB固化、阳离子光固化、辐射固化粉末涂料、复合固化体系、UV固化纳米涂料、光引发剂、计算机直接制版等 ,考察了中国辐射固化市场的现状 ,对辐射固化技术的发展方向作出了预测"
喷墨印刷 成像技术 质量,"介绍喷墨印刷成像原理,以热喷墨成像系统为研究对象,探讨该系统成像机理、油墨和受像介质之间的相互关系以及对喷墨印刷质量的影响,并对如何控制关键参数进行了讨论。"
氧化铁 纳米 性质 用途,"纳米氧化铁是一种多功能材料,在催化、磁介质、医药等方面具有广泛的应用。本文综述了纳米氧化铁的结构性质及其用途。"
产品设计 绿色设计 绿色包装设计 设计流程,传统设计主要是根据该产品的性能质量和成本等指标进行设计设计过程中很少考虑产品的维护性拆卸性回收性报废产品的处理以及对生态环境的影响按传统设计生产制造出来的产品在其使用寿命结束后不能有效地回收而且其生命周期的全过程都可能造成生态环境的污染并造成资源的大量浪费影响了经济发展的可持续性绿色设计是80年代末开始出现的一股国际设计潮流绿色设计要求在设计产品时必须按环境保护的指标选用合理的原材料结构和工艺在制造和使用过程中降低能耗不产生毒副作用其产品易于拆卸和回收回收的材料可用于再生产绿色设计要求设计师具有更广博的知识和对人类持续发展的责任感以及更明晰的设计理论和系统化的设计体系因此产品设计中可行的绿色设计方法和设计流程的研究是非常必要的本论文首先分析了产品对环境的不利影响接着介绍了绿色设计的概念历史现状和发展趋势分析了绿色设计与传统设计的关系在此基础上总结了绿色设计的主要方法和具体流程然后对当前绿色设计中容易被忽视的绿色包装设计进行了详细的分析和探讨接着对绿色设计的生命周期评价方法及其运用过程中的缺陷和问题进行了讨论最后本论文以手机为实例进行了绿色设计实践
嵌入式系统 按需喷墨 喷墨喷头 DPI,随着条码标识技术的迅速发展和广泛应用人们对条码标识印制的质量速度效益的要求也日益提高比如对小批量多批次信息内容需要经常变化的条的印制如果用制胶片印刷的方式则成本相对较高不经济如果用条码打印机打印条码标签然后再粘贴的方式则速度慢且烦锁喷码技术以其非接触特性丰富的标注功能以及可靠的喷印质量得到了广泛的应用本文研究和设计了用于工业包装行业的按需喷印系统论文调查了喷印技术的现状分析了当前市场上的喷印技术以及各种不同喷印技术之间的优势和劣势并预测了喷印技术的发展趋势通过喷印技术在国内和国际市场上的发展比较以及国内市场现状的分析发现国内目前的喷印技术水平落后在按需喷印技术上严重依赖国外品牌因此在掌握喷印的基本工作原理和XJ128喷头特性的基础上给出了一种按需喷印系统的设计方案并分析了提高喷印图像DPI的方法根据工业包装行业对喷印系统的基本性能需求给出了喷印系统具体的设计详细说明了各模块硬件设计思路和软件设计方法给出设备界面的结构和部分程序流程图最后对设备样机功能进行了测试本课题研究并实现了适用于工业包装生产流水线上的喷印系统测试结果表明系统运行稳定基本实现了所设计的功能
-双(-氨基苯氧基)苯 可溶性聚酰亚胺 合成 性能,"间苯二酚和对氯硝基苯通过缩合反应,合成得到了1,3-双(4-硝基苯氧基)苯(134BNPB);随后,在Pd/C-水合肼的还原体系中,被进一步还原,得到了1,3-双(4-氨基苯氧基)苯(134BAPB)单体。基于134BAPB单体,制得了多种结构的芳香族聚酰胺酸树脂及其对应的可溶性聚酰亚胺树脂,并对它们的性能进行了研究。"
紫外光固化 聚氨酯丙烯酸酯 清漆 合成 性能研究,紫外光固化涂料因其迅速成型绿色环保及其优良的性能近年来获得了高速的发展并很快应用到各个工业领域聚氨酯丙烯酸酯光固化涂料是由聚氨酯丙烯酸酯PolyurethaneacrylatePUA树脂为主体树脂与稀释单体外加其它填料助剂共同配制成的涂料体系本论文通过对PUA合成工艺成膜性能各种影响因素的试验研究制得性能较优异的清漆漆膜总结了配制性能优异的PUA树脂涂料一般性原则为今后的进一步研究提供了一些参考在PUA树脂的合成部分主要从原料的选择预处理合成方法的选择以及合成条件的控制几个方面进行了详细的论述实验采用IPDITDIPPG2000HPMA通过本体法两步反应分别在70左右和50以下反应制得柔韧性耐黄变性良好的PUA预聚体并对各个过程的工艺条件对合成过程及产品性能的影响进行了研究总结给出了合理的解释得到了优化的工艺条件通过对自制涂料体系固化膜的多种主要性能参数如硬度附着力收缩性柔韧性耐黄变性等分析可以看出合成的涂料与市售同类产品相比具有更加优良的综合性能文中分析了体系性能优异的原因并针对每种性能的影响因素和性能控制进行了多方面研究找出了一般性的规律为今后的研究提供了一些原则性的依据本文最后在一系列试验和分析的基础之上结合当前国际趋势对PUA涂料目前的不足给予今后的一点设想
大豆油 油墨 印刷适性 应用现状 环保型 环保效果 再生纸 石油价格 印刷适应性 特点,"大豆油墨并非因为采用了大豆油就贴上了绿色的标签,而是根据油墨各个组分综合考虑,从而实现整体上的环保效果。"
喷射印花 数码 纺织品,"数码喷墨印花是近20年发展起来的一种新型印花技术,具有传统印花不能实现的优点,被誉为21世纪染整工业实现革命的关键技术之一。该讲座系统地介绍了数码喷墨印花技术的起源和应用现状,深入浅出地阐述了这一新技术的基本原理及其发展趋势。"
紫外光固化油墨 印刷 光引发剂,"概述了国内外紫外光固化油墨的发展进程,分析了紫外光固化油墨的成膜原理及其组成,并对紫外光固化油墨的特点和应用进行了阐述。综述了影响紫外光固化油墨性能的因素,并指出了紫外光固化油墨目前存在的问题和今后的发展方向。"
快速成型 喷墨 UV固化 化学芯片 模拟,本文以粘性流体力学多相流体力学和快速成型技术为理论基础研究了可用于化学芯片制造微尺寸快速装药的喷墨快速成型技术该技术工艺结合了光固化成型工艺和喷墨三维打印成型技术利用光固化树脂固化和喷墨喷涂原理把含能材料配制成紫外光UV固化油墨按照原型层片数据经喷头的喷洒在紫外光照射下快速固化成型该系统主要由UV光源三维成型平台成型控制系统喷头和喷洒作用机构五部分构成主要研究内容包括喷墨快速成型系统的建立成型喷头的优化设计成型工艺参数的选择和成型结果分析通过ANSYS软件FLOTRANCFD流体模拟分析喷头设计UV光源选择流体理论计算UV光固化树脂的配制固体颗粒的选取喷射实验和喷墨成型实验开展理论和实验研究研究内容及结果如下1建立了UV喷墨快速成型实验装置2配制出3种性能良好的光固化树脂具有低粘度低气味固化附着好的优点3在陶瓷基片和玻璃基片上进行了线条喷墨快速成型实验表明陶瓷基片上的附着力较好4获得了一系列适合于化学芯片喷墨快速成型的工艺参数喷口喷洒速度涂层厚度光照时间颗粒度固含量等5分析影响油墨固化的因素总结得出了适合大颗粒UV油墨的固化经验公式6分析了加入固体颗粒对光固化反应速度的影响实验表明颗粒度为75μm和02μm的两种颗粒成型效果不好7结合实验表明文中建立的ANSYS微流体模型在低载荷下与实验基本吻合在高载荷下产生失真
有机颜料黄109 联苯胺黄G 二氧化硅 二氧化钛 层层自组装 溶胶-凝胶法 耐候性 耐酸性 润湿性,有机颜料具有着色力强色泽鲜艳色谱齐全等优点已经广泛地应用于油墨涂料塑料和橡胶等的着色而且是近期聚合物着色剂研究开发的热点但多数有机颜料品种存在着水相分散性差和耐光牢度耐候性不好等缺点文献中曾采用聚合物包膜有机颜料包核表面活性剂处理等方法来改善有机颜料的性能但到目前为止仍不尽理想本论文则采用层层自组装技术和溶胶凝胶法对有机颜料颗粒表面进行了二氧化硅二氧化钛等纳米无机氧化物的包覆改性试图将无机纳米氧化物的紫外屏蔽特性高耐候性亲水性化学惰性等优点赋予有机颜料从而提高有机颜料在水相中的分散性耐候性以及耐酸碱性等性能同时又不牺牲有机颜料的高装饰特性因为纳米无机氧化物具有可见光透过特性本论文选用有机颜料黄109和联苯胺黄G作为有机颜料体系研究内容包括纳米二氧化硅胶体粒子在有机颜料颗粒表面的层层自组装包覆二氧化硅纳米薄膜在有机颜料颗粒表面的溶胶凝胶包覆二氧化钛纳米薄膜在有机颜料颗粒表面的溶胶凝胶包覆以及包覆改性后有机颜料的性能研究等关于纳米二氧化硅胶体粒子在有机颜料颗粒表面的层层自组装包覆研究方面首先采用聚电解质聚二烯丙基二甲基氯化铵PDADMAC和聚4苯乙烯磺酸钠PSS交替吸附处理有机颜料颗粒表面使其带上正电荷再通过静电作用将纳米胶体二氧化硅粒子吸附到有机颜料颗粒表面上研究结果表明纳米二氧化硅粒子通过层层自组装方法可以成功地包覆到有机颜料颗粒的表面而且吸附到有机颜料颗粒表面上纳米二氧化硅的量随着预吸附聚电解质层数的增加而增加但当吸附六层聚电解质以后进一步增加聚电解质吸附层数对增加纳米二氧化硅吸附量没有太大意义包覆到有机颜料黄109颗粒表面二氧化硅层的厚度可以通过吸附多层纳米二氧化硅来控制表面元素分析结果表明有机颜料颗粒表面的纳米二氧化硅粒子包覆率随着纳米二氧化硅包覆层厚度增加而增大接触角的实验结果表明包覆了纳米二氧化硅的有机颜料的润湿性发生了明显的改善可以完全被水浸润能够很方便地应用于水性体系中紫外可见光谱分析结果证明了包覆纳米二氧化硅的有机颜料紫外屏蔽性能大大加强在二氧化硅纳米薄膜在有机颜料表面的溶胶凝胶包覆方法方面首先也是利用上述的两种聚电解质对有机颜料颗粒表面进行改性使其表面带上一定量的正电荷之后将带一定正电荷的有机颜料颗粒转移到乙醇溶液中然后将前驱体正硅酸乙酯TEOS和氨水加入到该体系中进行反应透射电镜照片结果表明在表面活性剂聚乙烯吡咯烷酮PVP辅助作用下通过控制氨水和水的用量可以控制包覆到有机颜料颗粒表面二氧化硅的形态使水解和缩合的TEOS能够在有机颜料黄109颗粒表面形成一层致密的二氧化硅纳米级厚度的膜二氧化硅层的厚度可以通过控制TEOS的用量来调控XPS分析结果表明随着二氧化硅层厚度的增加硅含量同样增加氯元素含量降低表明二氧化硅包覆层愈来愈致密紫外可见漫反射光谱数据表明用这种方法包覆的二氧化硅同样可以屏蔽紫外线热分析结果表明包覆了二氧化硅的有机颜料的热稳定性有所提高在二氧化钛纳米薄膜在有机颜料表面的溶胶凝胶包覆方法方面以钛酸正丁酯TBOT为前驱体采用类似于溶胶凝胶法二氧化硅包覆有机颜料工艺成功实现了二氧化钛在有机颜料颗粒表面的包覆研究结果表明可通过调节TBOT的滴加速度水和氨水的加入量等工艺参数得到致密的二氧化钛包覆层二氧化钛包覆层的厚度可通过TBOT的加入量来控制XPS测试结果表明随着二氧化钛层厚度的增加改性后颜料颗粒表面钛元素的含量也是逐渐增加的紫外可见漫反射光谱分析结果表明包覆二氧化钛后的有机颜料的紫外屏蔽性能大大加强与纳米二氧化硅粒子包覆有机颜料的紫外屏蔽性能相类似优于二氧化硅溶胶凝胶法包覆的有机颜料有机颜料包覆二氧化钛后耐热性也有一定程度的提高在改性后有机颜料的性能方面研究结果表明纳米无机物改性后的联苯胺黄G润湿性能都有所改善但用层层自组装方法制备的二氧化硅包覆联苯胺黄G的润湿性能明显优于溶胶凝胶法制备的二氧化硅二氧化钛包覆的联苯胺黄G不管用什么方法进行无机物包覆改性后的颜料耐酸碱性都增强将改性后的联苯胺黄G色浆加入乳胶漆配制成水性建筑涂料进行涂层性能测试发现包覆到联苯胺黄G上的无机物的壳层越厚越致密则改性后的联苯胺黄G配成的涂料涂层颜色就越鲜艳纳米无机物包覆后颜料的耐候性都有提高
水性聚氨酯 异氰酸酯 傅立叶红外光谱 环氧树脂 改性,以前由于市场需要传统的溶剂型涂料由于其良好的综合力学性能和表面性能一直受到广泛应用近年来许多国家相继颁发了有关控制挥发性有机化合物VOC的法令在这种背景下水性涂料得到了迅猛的发展其中水性聚氨酯涂料由于其使用性能的优异受到了广泛的关注及重视由于水相的引入与溶剂型聚氨酯涂料相比对水性聚氨酯的制造具有更高的难度国外对水性聚氨酯的研究近年来取得了迅猛的发展对水性聚氨酯的制造和其化学行为提出了许多新的见解国外的厂家采用了脂肪族异氰酸酯为主要原料制备出了性能优良的水性聚氨酯涂料国内我们主要以芳香族的异氰酸酯如甲苯二异氰酸酯为原料相关理论和生产均处在起步阶段本课题采用甲苯二异氰酸酯聚醚二元醇和二羟甲基丙酸为主要合成原料进行预聚然后在水中分散乳化得到自乳化水性聚氨酯对其制备工艺进行了初步探索确定了合理的工艺条件本实验系统地研究了亲水单体二羟甲基丙酸的含量扩链剂的含量NCOOH投料比等对预聚物的黏度以及对其涂膜的拉伸强度延伸率剪切强度和耐水性的影响所得的水性聚氨酯贮存稳定性能良好通过傅立叶红外光谱表征说明了聚氨酯分子链中存在氢键其硬段的存在使聚氨酯具有优良的拉伸强度而软段则赋予聚氨酯优良的柔韧性能在制备水性聚氨酯基础上引入了环氧树脂制得了环氧改性水性聚氨酯环氧树脂的引入使水性聚氨酯中具有了交联结构与改性前的水性聚氨酯相比其涂膜耐水性耐溶剂性以及机械性能都得到了提高并研究了环氧树脂的引入方法及环氧树脂加入量对分散体及其涂膜性能的影响傅立叶红外光谱分析显示出了环氧树脂与水性聚氨酯之间存在化学键的连接以上实验各项结果显示通过环氧树脂改性取得了预期效果所得产品的综合性能优异
无轴(电子轴) 伺服传动 凹版印刷机 交流伺服电动机,"概述了无轴(电子轴)传动技术在国内外印刷机上的应用现状,并对该技术在凹版印刷机上的应用特点进行了论述,指出我国微电机行业应抓住这一契机,利用行业的优势,研究和开发适用于我国印刷设备需要的交流伺服传动系统。"
水性油墨 油墨市场 发展趋势 印刷机 干燥速度 有限公司 柔性版印刷 包装印刷 稳定剂 印刷油墨,"水性油墨简称为水墨,水性油墨与油性油墨主要区别在于溶剂的不同,水性油墨以水(45%-50%)为溶剂,VOC含量极低,对环境污染小；油性油墨以有机溶剂(甲苯、二甲苯、工业酒精等)为溶剂。在软包装行业,由于溶剂型油墨"
瓦楞纸箱 发展,"客观的介绍了国内外瓦楞纸箱的生产情况,即对未来的发展趋势作了分析。"
植物油墨 大豆油墨,"油墨是印刷行业的主要耗材,根据油墨组分及含量、承印物、用途、印刷设备、印刷方式和使用方法等可分为多个种类。现有的多数油墨中大多都要含有有机(或无机)溶剂、颜料等,不符合环保绿色印刷的要求。现如今,"
光固化 UV固化涂料 水性树脂 光引发剂 低聚物,"水性光固化涂料是一种新型的光固化涂料,本文简述了其特点、水性UV树脂、水性光引发剂和水性光固化涂料的应用及研究进展。"
水基油墨印刷纸 碎解pH值 油墨再沉积 浮选脱墨,"介绍了水基油墨印刷纸碎解浆料脱墨困难的主要原因,分析了影响水基油墨再沉积的因素。结果表明,碎解pH值和循环用水的油墨积累对油墨再沉积有很大影响。"
油桐 桐油 生物质能源 利用,"油桐是原产我国的世界著名的工业油料树种。油桐在我国16个省、市、自治区有栽培分布,栽培分布范围广,品种资源丰富,结实早,产量高。简单介绍了油桐的资源分布、栽培与利用及其栽培的优势,并提出把油桐生产列入国家生物质能源发展的范畴、把油桐生产列入“十一五”规划项目、开展油桐作为生物柴油使用的试验研究、恢复原来的油桐研究会、迅速搜集保存油桐种质资源等建议。"
环氧树脂 改性 水性丙烯酸树脂 水性聚氨酯 富锌涂料 性能,本文引用环氧树脂来分别改性水性丙烯酸树脂和水性聚氨酯并对其合成工艺以及性能表征进行了详细的研究通过丙烯酸酯类单体与环氧树脂接枝共聚反应对其进行改性研究了环氧树脂环氧值及用量加料方式反应温度及中和度等因素对改性树脂性能的影响研究结果表明加入环氧树脂改性后丙烯酸树脂的耐水性明显增强硬度附着力拉伸强度及抗冲击强度等力学性能有较大幅度地提高当环氧树脂E44在反应前期加入用量为69反应温度为110中和度为110时改性树脂具有较好的成膜性能和优异的物理机械性能红外光谱分析证实接枝产物的结构扫描电镜观察接枝共聚物的水分散体的粒子形态及大小用DSC对改性前后的树脂进行了热分析以异佛尔酮二异氰酸酯IPDI聚酯二元醇和二羟甲基丙酸DMPA作为主要原料合成了脂肪族水性聚氨酯分散体并用环氧树脂对其进行了改性研究了环氧树脂的环氧值及用量扩链剂种类及用量nNCOnOH等因素对改性树脂性能的影响实验结果表明改性后树脂的硬度附着力拉伸强度及抗冲击强度等力学性能有明显提高当环氧树脂的环氧值为043用量为68以乙二胺为扩链剂质量分数方1nNCOnOH15181时可得到耐水性稳定性力学性能优良的水性环氧聚氨酯分散液DSC测试表明改性后树脂的玻璃化温度增高以水性环氧聚氨酯为基料加工成富锌涂料通过对其腐蚀电位和电化学阻抗谱EIS的测试分析研究了添加不同含量锌粉的富锌涂层在3NaCl溶液中的腐蚀电化学行为并与添加少量铝粉的富锌涂料及传统的富锌涂料进行了对比结果表明水性环氧聚氨酯富锌涂料的防腐蚀能力比传统环氧富锌底漆强锌粉的添加量对涂层的防腐蚀效果有一定的影响添加少量铝粉能提高涂层的防腐蚀性能
水性油墨 稳定性 抗水性 光泽度 黏度 pH值,水性油墨简称水墨作为一种新型的绿色印刷包装材料以其环保卫生安全经济和具有良好的印刷适性等优点特别适用于食品饮料药品等产品的包装印刷但是目前国产水墨存在稳定性抗水性光泽度差以及附着牢度不高等问题严重阻碍水墨在包装印刷行业的发展和推广应用同时水墨在挥发干燥过程中随着液氨的挥发油墨固化成墨膜但是氨的刺激性气味大不利于印刷操作环境的改善和印刷工人的身体健康本文主要针对这一实际现状着手进行研究论文立足于对水墨的结构体系和使用机理的正确认识基础上系统的分析了水墨稳定性抗水性光泽度的各项影响因素根据基础配方实验和各项性能测试结果以前面的理论分析为指导在以提高水墨的稳定性抗水性光泽度的前提下改变配方反复实验同时利用无味胺AMP95替代一部分氨水最终找到合适的工艺和配方参数来配制水墨使得水墨的稳定性抗水性干燥速度以及附着牢度方面有了很大改进同时极大的提高了水墨体系pH值和黏度的稳定性并且得到了低气味的水墨最后探讨了AMP95对水墨体系pH值及黏度稳定性的影响水墨墨层厚度和含水量对光泽度的影响偶联剂对水墨性能的影响
水基油墨 再沉积 废水处理 印刷纸 油墨粒子 脱墨方法 碎解时间 旧杂志纸 新闻纸 过氧,"介绍了水基油墨的组分和产生再沉积的条件等造成水基油墨印刷纸脱墨困难的原因,同时介绍了脱墨废水处理的困难。"
纸质食品包装材料 残留污染物 毒性 迁移,"食品包装材料中的残留污染物是引起食品污染的重要途径之一。根据国内外研究结果的有关资料,对纸质食品包装材料中存在的微量元素、荧光增白剂、有机氯化物、增塑剂、芳香族碳水化合物、有机挥发性物质、固化剂、防油剂以及杀菌剂等化学残留物的来源、毒性分析、其迁移到食品中的可能性及对人体的危害作了综合的论述,为相关食品包装企业的质量控制和科研工作者提供参考。"
产业盈利性 思维模式 复杂适应系统 经济学演化范式 印制电路板,投资的本质特征是通过投入获得盈利为了保障投资能够获取满意的回报无论是证券投资风险投资还是产权投资和项目投资都需要对投资对象所在产业的盈利性和投资机会进行研究和判断并且对产业盈利性的研究和投资机会的判断是进行投资的重要基础性工作具有非常重要的现实意义和很高的理论研究价值但是以往对产业盈利性及其演变规律和产业投资机会的研究一般均立足于还原论的思维模式和确定性的均衡假设依据这种思维模式和假设所进行的产业研究结果与实际情况往往会有很大的差距对实际工作的指导意义非常有限针对这一问题本文基于复杂适应系统理论及经济学演化范式的观点和原理以新的视角提出了一个独创的产业盈利性及投资机会评价模式并依据这一模式对PCB产业的盈利性及投资机会进行了实证分析具体研究内容归纳如下思维模式的转变产业研究中运用的还原论思维模式来源于传统的经典物理学以牛顿力学为代表的经典科学认为现实世界的规律能够和应该从简单的原理和普遍的规律出发加以解释随着以爱因斯坦的相对论和玻尔等人的量子力学为核心的现代物理学的诞生使自然科学领域的思维模式开始发生转变逐步从还原论转向整体论和系统论开始注重从事物的整体和个体之间的联系去研究发现事物的变化规律并认识到一个系统整体的功能大于部分之和许多系统单个部分的性质与整体的性质存在极大的差异当自然科学领域的学者们不再以单纯的还原论和均衡论思维模式看待自然界事物时在整体论和系统论的视角下事物的复杂性就被呈现出来复杂性科学及复杂性思维模式因此应运而生复杂适应系统CAS理论与经济学演化范式复杂适应系统CAS理论和演化经济学就是在新的思维模式下产生的新兴的复杂性科学和经济理论分支CAS理论认为经济系统中的构成元素是具有适应性的主体适应性的主体具有非线性自组织自学习自适应动态性和非均衡性等复杂性特征CAS理论针对CAS涌现现象的研究建立了基于主体的多层次网络结构受限生成过程模型提出了深入认识和分析CAS的较为系统的思路和方法在经济学领域中针对均衡范式存在的局限性演化范式提出将经济系统视为一个演化着的复杂系统认为经济活动过程是一个动态的非均衡的演化过程认识到理性的有限性和信息的不完全性形成了基于有限理性和不完全信息的动态非均衡演化分析范式基于复杂适应系统CAS理论与经济学演化范式的产业盈利性及投资机会评价模式根据CAS理论的基本观点和多层次网络结构受限生成过程模型我们将产业系统视为一个适应性主体或基于主体特征的机制产业的盈利性则被当作产业系统的一个状态变量在此基础上本文提出了以目标产业为核心的H型产业网络结构分析框架将目标产业的盈利性放入到与目标产业直接连接的上下游产业所构成的H型产业网络中进行分析在H型产业网络中目标产业通过产量产业集中度技术创新和产业规制等要素与上下游产业相连接目标产业的盈利性状态与H型产业网络中所有产业的产量产业集中度技术创新和产业规制等状态相互关联相互作用同时本文认为无论是产量和产业集中度还是技术创新和产业规制这些状态变量对目标产业盈利性的影响不取决于其绝对水平而是取决于目标产业与上游产业之间及目标产业与下游产业之间的相对水平即相互间的差异大小本文提出通过将目标产业的产量产业集中度技术创新和产业规制状态分别与上下游产业的对应状态进行对比分析或差异比较来评价和推断目标产业的盈利性状态因此本文将基于复杂适应系统CAS理论与经济学演化范式的产业盈利性及投资机会评价模式归结为H型产业网络4个盈利性相关状态变量产量产业集中度技术创新和产业规制目标产业与上下游产业状态对比分析这一模式为更加科学客观地分析和评价产业盈利性及产业投资机会提供了有效的方法和思路对PCB产业盈利性及投资机会的分析与判断PCB作为电子系统产品之母应用范围非常广泛使PCB产业成为电子元件产业中的主要支柱产业且具有快速增长的朝阳产业特征目前中国已经成为全球PCB第一生产大国PCB产业在国民经济中占据着重要的战略和经济地位研究和探索国内PCB产业的演化规律和特征认识和把握PCB产业发展过程的投资机会具有十分重大的现实意义根据本文提出的产业盈利性及投资机会评价模式针对PCB产业及其主要上下游产业包括覆铜板CCL电脑手机数码相机液晶面板等离子面板通信设备等产业分别对PCB产业与其主要上下游产业之间的产量增长率产业集中度产业技术创新成果产业规制状况进行对比分析并得出以下分析结果产量增长率绝大部分下游产业的产量增长率远远高于PCB产业差异均在2倍以上而上游产业则略高于PCB产业产量增长率对PCB产业的盈利性产生有利影响是对PCB产业盈利性贡献最大的状态变量产业集中度无论从国内PCB产业看还是全球PCB产业看PCB产业的集中度均大幅低于上下游产业从产业集中度来看PCB产业相对于上下游产业处于完全不利的状态之中产业集中度是对PCB产业盈利性贡献最小的状态变量技术创新成果从各产业前5大厂商获得的专利总量来看PCB产业相对于上游产业具有微弱的技术创新优势而相对于下游产业则存在非常明显劣势从各个产业专利数量增长变动情况来看PCB产业与下游产业整体平均增长水平比较接近均基本保持稳定和较快增长仅上游CCL产业增长缓慢甚至近10年呈负增长因此技术创新成果状态变量对PCB产业盈利性的贡献不大在H型产业网络中基本处于被动跟随状态产业规制在社会规制方面各个产业都需要应对来自环境保护方面的规制没有大的差别各个产业的规制状态差异主要体现在经济规制方面其中手机产业和通信设备不包括手机产业存在进入规制液晶面板LCD与等离子面板PDP产业享受较多的产业优惠和扶持政策其他产业除LCD与PDP的部分高端产品可享受产业优惠和扶持政策覆铜板CCL产业的出口退税率被大幅调低PCB产业PC及数码相机产业则拥有相近且较为简单的经济规制环境根据上述统计分析结果可以进一步得出以下对PCB产业投资机会的认识和判断产量增长带来的规模扩张和盈利提升机遇在PCB产业及其下游产业均保持良好增长势头的情况下PCB产业与其下游产业之间还存在着较大的产量增长差异而且是下游产业的产量增长远远快于PCB产业这将有利于持续改善和提高PCB产业的盈利水平高端PCB细分领域的高成长与高回报机遇未来PCB高端细分领域HDI板和FPC板及其下游产业具有更好的成长性并且由于HDI板和FPC板的工艺技术复杂技术保障能力和机器设备投资要求较高使这一产品领域具有相对较高的产业进入门槛在相对较高的进入门槛保护下有利于HDI板FPC板厂商保持较高的盈利回报水平PCB产业集中度提升所带来机遇PCB产业的低集中度既为尚未进入PCB产业的厂商提供了低成本的进入机会也为在位厂商通过产业重组和整合提升产业集中度提供了很大的空间以动态的视角看待PCB产业的低集中度有利于发现其蕴藏的并购重组机会综上所述本文通过理论研究提出了独创的产业盈利性评价模式并通过实证分析获得了具有实用价值的分析成果后续研究将主要在进一步完善产业数据的基础上进行产业盈利性评价模型及机制转换函数模型的研究
